id,x1,x2,Country,City,x4,x5,x6,x7,x8,x9,x10,x11,target
0,-0.17505051338248656,0.20928470854980952,Spain,Zaragoza,-0.3427309150021892,11.469363996814792,-17.52896711601732,-4.0908815487109225,-0.2992958833738828,4.957599578876568,5.713463142420311,5.18064126369055,-31.579239931885752
1,0.4404145795184473,-0.2955612269324477,Spain,Zaragoza,-0.3690914714842895,11.965634418485937,-9.459683281385058,15.313862746409999,-0.2796488442228195,3.2099832197923583,3.87302550922211,3.8389387676093074,-50.79895713140159
2,0.4140079427719414,0.38051245767323993,Spain,Zaragoza,-0.45757975990276006,10.585344277752533,8.834357363873556,15.682924789954617,-0.420973350202839,3.1401122455866006,0.5257110649575203,1.805406422812744,-42.30119966315996
3,-0.21349061776846168,-0.2173672149352075,Spain,Albacete,-0.4211544830255318,11.306583930937705,17.789389146057108,2.745475151981089,-0.27988128569837656,3.358094392592188,5.1279074048995295,2.66384757392792,-17.24888521266272
4,0.2818026181861645,-0.3553575638651041,Spain,Zaragoza,-0.4419925352101931,7.023485664698518,17.664437261529063,-3.4594300446032515,-0.29498349247311206,3.7806025961326446,4.208881791270862,0.9772330069344846,-5.693543735101317
5,0.15725559617538798,-0.1209023124004176,Spain,Albacete,-0.20072268181352731,9.980374470524616,17.670325329324733,3.429227720030376,-0.19826602926700626,4.7675252409862345,1.498364207642377,4.320659032461347,-7.512574639958138
6,0.029476743297196628,0.034084139565448535,Spain,Albacete,-0.3010853514931154,7.4428815874231855,-7.364777044031866,16.424373933021045,-0.24362917196858638,4.610143733097635,3.9624418644664825,2.499645112189631,29.46879126014324
7,-0.16476223868157036,-0.06429274722574807,Spain,Albacete,-0.49827533950043135,10.639232442266987,17.339619090810896,4.8309015499786785,-0.38288086329832444,4.448739805381465,2.3260262353001036,5.573259902502561,-1.3532977612581227
8,0.22331997866057596,-0.009567499068819374,Spain,Albacete,-0.20563563010412866,7.630360936209254,-14.657058466774455,10.448475348181441,-0.3569997831219332,4.599757523509122,2.134972916873716,0.18578199434031628,16.2661234473633
9,0.028710230518101176,-0.15293562397287064,Spain,Albacete,-0.3254159408441708,9.709756923975508,-17.713875189209897,3.1966585337026525,-0.31462610860337903,3.523999157222712,2.869624976251873,4.3968136730665766,1.9118085692169942
10,0.09358701897103006,0.385584270541809,Spain,Zaragoza,-0.4188673053246861,999.0,1.144376719733854,-17.963585441757754,-0.24262655380408568,4.1912143368729415,1.9294122541168945,1.4137584862489034,-11.958533960229204
11,-0.3680760380351731,-0.4606603840726259,Spain,Zaragoza,-0.208614659097423,7.483099480681613,9.953957887171354,14.9972905013012,-0.3997291530359871,3.385269409509929,4.929365899403789,2.381302680983201,-3.917213206017891
12,-0.006920042182018138,-0.15033418367465412,Spain,Zaragoza,-0.2419431160441809,11.039981069521891,-4.567437820478888,-17.410873377176088,-0.2816890810719225,4.286821816667144,2.0460291076271324,4.102091285789363,-39.21470924335971
13,-0.31296094163102395,0.3383993893618734,Spain,Albacete,-0.3914969151166112,8.621746231060186,-1.638060318045353,17.925310552245534,-0.38209758241674585,3.8851243995369615,1.2896626789603258,5.582386813157353,6.188814856798966
14,-0.4798085150948903,-0.014008685287960954,Spain,Zaragoza,-0.18118622023438907,8.163565196050925,17.574291984111372,-3.8915628296609515,-0.2969783634370273,4.4294076702044975,1.1508251459201753,1.3128017512711747,-28.9399822907697
